"sno","IP","type","age","female","disability","married","education","children","cva","safe","parenting_better","relationship_better","worried","income"
277,"A","Internally displaced HH",57,0,0,1,"Never attended school",5,0,"lesssafe",0,0,"lessworried",305.61
278,"A","Host community HH",39,0,0,1,"Completed primary school",1,0,"safer",1,0,"moreworried",643.16
279,"A","Host community HH",49,0,0,0,"Completed primary school",1,0,"safer",0,0,"moreworried",554.49
280,"A","Host community HH",61,1,0,0,"Completed primary school",2,0,"safer",0,0,"lessworried",570.58
281,"A","Internally displaced HH",39,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"moreworried",265.72
282,"A","Host community HH",53,0,0,0,"Completed university or beyond",-2,0,"lesssafe",0,1,"lessworried",1178.19
283,"A","Host community HH",15,1,0,0,"Completed primary school",-1,0,"lesssafe",0,1,"asworried",478.96
284,"A","Internally displaced HH",37,0,0,0,"Never attended school",4,0,"safer",1,1,"moreworried",197.3
285,"A","Host community HH",35,0,0,0,"Completed university or beyond",3,0,"lesssafe",1,1,"moreworried",1153.3
286,"A","Internally displaced HH",59,0,0,0,"Never attended school",3,1,"safer",0,0,"lessworried",284.23
287,"A","Internally displaced HH",58,0,0,0,"Never attended school",6,0,"assafe",0,0,"moreworried",304.85
288,"A","Internally displaced HH",72,0,0,0,"Never attended school",4,0,"assafe",1,1,"asworried",295.15
289,"A","Internally displaced HH",55,0,0,0,"Never attended school",1,0,"assafe",0,0,"moreworried",256.71
290,"A","Internally displaced HH",71,0,0,0,"Never attended school",1,0,"lesssafe",1,0,"lessworried",369.63
291,"A","Host community HH",34,0,0,0,"Completed primary school",-2,0,"safer",1,0,"moreworried",543.46
292,"A","Host community HH",45,0,0,0,"Completed primary school",1,0,"safer",1,0,"asworried",566.67
293,"A","Internally displaced HH",24,1,0,0,"Completed university or beyond",1,0,"safer",0,0,"asworried",1054.31
294,"A","Internally displaced HH",30,0,0,0,"Never attended school",3,1,"safer",1,0,"lessworried",278.63
295,"A","Internally displaced HH",49,0,0,0,"Never attended school",2,1,"lesssafe",0,1,"lessworried",301.23
296,"A","Host community HH",36,0,0,0,"Completed secondary school",-1,0,"lesssafe",1,0,"asworried",649.48
297,"A","Internally displaced HH",62,0,0,0,"Never attended school",3,0,"safer",0,0,"moreworried",307.12
298,"A","Host community HH",17,0,0,0,"Completed university or beyond",0,0,"safer",0,0,"asworried",1074.15
299,"A","Host community HH",30,1,0,0,"Completed university or beyond",2,0,"safer",1,0,"lessworried",1117.89
300,"A","Internally displaced HH",35,0,0,0,"Never attended school",3,1,"assafe",0,0,"asworried",224.97
301,"A","Internally displaced HH",30,0,0,0,"Never attended school",2,1,"assafe",0,1,"lessworried",231.76
302,"A","Host community HH",46,0,0,0,"Completed primary school",2,0,"safer",0,0,"lessworried",657.42
303,"A","Internally displaced HH",52,0,0,0,"Never attended school",3,0,"safer",1,0,"moreworried",319.31
304,"A","Internally displaced HH",38,0,0,0,"Never attended school",4,1,"safer",0,0,"lessworried",230.38
305,"A","Internally displaced HH",72,0,1,0,"Never attended school",2,0,"safer",1,1,"asworried",270.71
306,"A","Host community HH",75,0,1,0,"Never attended school",1,0,"safer",0,0,"asworried",369.46
307,"A","Host community HH",27,1,0,1,"Completed primary school",3,0,"safer",0,0,"moreworried",508.82
308,"A","Internally displaced HH",58,0,1,1,"Never attended school",2,0,"lesssafe",1,0,"lessworried",336.73
309,"A","Host community HH",48,0,0,1,"Completed primary school",1,0,"assafe",1,0,"lessworried",628.52
310,"A","Internally displaced HH",39,0,0,1,"Never attended school",2,0,"assafe",0,0,"lessworried",352.3
311,"A","Host community HH",31,0,1,1,"Completed secondary school",-2,0,"assafe",1,0,"lessworried",684.51
312,"A","Host community HH",48,0,0,1,"Completed primary school",-2,0,"safer",0,0,"asworried",663.66
313,"A","Internally displaced HH",34,1,0,1,"Never attended school",6,1,"assafe",1,0,"moreworried",291.09
314,"A","Host community HH",39,1,0,1,"Completed secondary school",3,0,"safer",0,0,"asworried",653.96
315,"A","Host community HH",56,0,0,1,"Completed primary school",4,0,"assafe",0,0,"moreworried",578.41
316,"A","Host community HH",32,1,0,1,"Never attended school",2,0,"safer",1,0,"lessworried",331.71
317,"A","Internally displaced HH",45,1,0,1,"Completed primary school",3,1,"assafe",1,1,"lessworried",380.64
318,"A","Host community HH",32,0,0,1,"Completed secondary school",0,0,"safer",0,0,"moreworried",688.72
319,"A","Host community HH",37,0,0,1,"Completed primary school",1,0,"assafe",1,0,"moreworried",615.6
320,"A","Internally displaced HH",30,0,0,1,"Never attended school",4,1,"assafe",0,0,"asworried",324.42
321,"A","Internally displaced HH",25,0,0,1,"Never attended school",1,1,"safer",1,0,"moreworried",284.34
322,"A","Internally displaced HH",32,0,0,1,"Completed primary school",3,0,"safer",0,0,"lessworried",399.46
323,"A","Host community HH",52,1,0,1,"Completed secondary school",2,0,"safer",1,0,"asworried",699.67
324,"A","Internally displaced HH",22,0,0,1,"Completed secondary school",-1,0,"safer",1,0,"moreworried",623.45
325,"A","Internally displaced HH",40,0,0,1,"Never attended school",4,0,"assafe",0,1,"lessworried",322.26
326,"A","Internally displaced HH",45,0,0,1,"Never attended school",4,0,"lesssafe",0,0,"moreworried",347.87
327,"A","Internally displaced HH",26,0,0,1,"Never attended school",2,1,"assafe",1,0,"moreworried",254.57
328,"A","Host community HH",33,1,0,1,"Completed secondary school",3,0,"safer",1,0,"lessworried",675.83
329,"A","Internally displaced HH",47,0,1,1,"Completed primary school",-1,0,"safer",0,1,"lessworried",508.48
330,"A","Internally displaced HH",37,0,0,1,"Never attended school",4,1,"safer",1,0,"lessworried",323.68
331,"A","Internally displaced HH",30,0,0,1,"Never attended school",1,0,"safer",1,0,"asworried",233.82
332,"A","Internally displaced HH",40,0,0,1,"Never attended school",5,0,"assafe",1,0,"moreworried",292.19
333,"A","Internally displaced HH",40,0,0,1,"Never attended school",1,1,"safer",1,1,"asworried",356.48
334,"A","Internally displaced HH",50,1,0,0,"Never attended school",4,1,"lesssafe",1,0,"moreworried",331.08
335,"A","Host community HH",46,0,0,1,"Completed primary school",2,1,"safer",1,1,"lessworried",505.32
336,"A","Host community HH",56,1,1,0,"Never attended school",2,0,"assafe",1,0,"lessworried",317.63
337,"A","Internally displaced HH",47,0,0,1,"Never attended school",5,1,"safer",1,1,"lessworried",328.27
338,"A","Internally displaced HH",50,0,0,1,"Never attended school",6,1,"safer",1,1,"lessworried",283.18
339,"A","Internally displaced HH",50,0,0,1,"Never attended school",6,0,"lesssafe",1,1,"lessworried",376.56
340,"A","Host community HH",23,0,0,0,"Completed secondary school",1,0,"lesssafe",0,0,"asworried",605.86
341,"A","Host community HH",37,1,0,1,"Completed primary school",1,0,"safer",1,0,"moreworried",544.73
342,"A","Host community HH",50,0,0,1,"Never attended school",4,0,"assafe",0,0,"moreworried",378.5
343,"A","Host community HH",28,1,0,0,"Never attended school",7,0,"assafe",1,0,"asworried",355.12
344,"A","Internally displaced HH",30,0,0,1,"Never attended school",4,0,"assafe",1,1,"moreworried",269.87
345,"A","Internally displaced HH",37,0,0,1,"Never attended school",3,0,"lesssafe",1,0,"lessworried",234.29
346,"A","Host community HH",43,0,0,1,"Never attended school",0,0,"safer",0,0,"lessworried",462.67
347,"A","Internally displaced HH",22,0,0,1,"Never attended school",1,1,"assafe",1,0,"moreworried",315.03
348,"A","Internally displaced HH",35,0,0,1,"Never attended school",2,0,"assafe",1,0,"lessworried",254.8
349,"A","Host community HH",42,0,0,1,"Completed secondary school",0,0,"safer",1,0,"moreworried",754.33
350,"A","Internally displaced HH",56,0,0,1,"Never attended school",3,0,"lesssafe",1,1,"lessworried",339.26
351,"A","Internally displaced HH",42,0,0,1,"Never attended school",2,0,"safer",1,0,"moreworried",336.99
352,"A","Internally displaced HH",60,1,0,0,"Never attended school",4,1,"assafe",0,0,"lessworried",322.34
353,"A","Host community HH",33,0,1,1,"Completed primary school",2,0,"safer",0,0,"asworried",550.93
354,"A","Internally displaced HH",80,0,0,1,"Never attended school",3,0,"safer",1,0,"lessworried",432.44
355,"A","Internally displaced HH",34,0,0,1,"Never attended school",3,0,"assafe",1,0,"asworried",291.23
356,"A","Host community HH",43,0,0,0,"Never attended school",4,0,"assafe",1,0,"moreworried",289.58
357,"A","Host community HH",35,0,0,0,"Completed secondary school",0,0,"safer",1,0,"moreworried",664.02
358,"A","Host community HH",15,0,0,0,"Never attended school",3,0,"lesssafe",0,1,"lessworried",327.65
359,"A","Host community HH",38,1,0,0,"Completed primary school",1,0,"assafe",1,0,"asworried",492.01
360,"A","Internally displaced HH",75,1,0,0,"Never attended school",5,0,"lesssafe",1,1,"moreworried",341.62
361,"A","Host community HH",22,1,0,0,"Completed primary school",3,0,"lesssafe",0,1,"lessworried",504.43
362,"A","Internally displaced HH",37,0,0,0,"Never attended school",5,0,"safer",1,0,"moreworried",238.38
363,"A","Host community HH",26,0,0,1,"Completed secondary school",5,0,"assafe",1,0,"moreworried",685.18
364,"A","Host community HH",36,0,0,0,"Completed secondary school",1,0,"lesssafe",1,0,"lessworried",673.9
365,"A","Host community HH",27,0,0,0,"Never attended school",2,0,"lesssafe",0,0,"moreworried",268.24
366,"A","Host community HH",38,1,0,0,"Never attended school",1,0,"safer",1,1,"lessworried",412.47
367,"A","Host community HH",42,1,0,0,"Never attended school",2,0,"safer",1,0,"moreworried",253.74
368,"A","Host community HH",31,1,0,0,"Completed primary school",1,0,"lesssafe",0,0,"moreworried",459.82
369,"A","Host community HH",47,0,0,0,"Completed primary school",2,0,"safer",0,1,"asworried",583.25
370,"A","Internally displaced HH",51,0,0,0,"Never attended school",2,0,"assafe",0,1,"moreworried",245.06
371,"A","Host community HH",50,0,0,0,"Completed secondary school",1,0,"assafe",0,0,"lessworried",736.82
372,"A","Host community HH",29,0,0,0,"Completed secondary school",2,0,"safer",1,0,"moreworried",655.6
373,"A","Internally displaced HH",36,0,0,0,"Never attended school",4,0,"assafe",1,0,"moreworried",235.56
374,"A","Host community HH",49,0,0,0,"Completed university or beyond",4,0,"lesssafe",0,0,"moreworried",1144.1
375,"A","Host community HH",35,0,0,0,"Completed university or beyond",0,0,"safer",1,1,"moreworried",1116.1
376,"A","Host community HH",64,0,0,0,"Never attended school",2,1,"safer",0,0,"lessworried",474.55
377,"A","Host community HH",31,0,0,0,"Completed secondary school",1,0,"lesssafe",1,0,"moreworried",648
378,"A","Host community HH",35,0,0,0,"Completed secondary school",0,0,"safer",0,0,"asworried",761.97
379,"A","Internally displaced HH",62,0,0,0,"Never attended school",5,0,"assafe",1,0,"lessworried",298.09
380,"A","Host community HH",32,0,0,0,"Completed primary school",2,0,"safer",0,0,"asworried",523.38
381,"A","Internally displaced HH",41,0,0,0,"Completed secondary school",2,0,"assafe",1,0,"asworried",529.88
382,"A","Host community HH",64,0,0,0,"Never attended school",2,1,"assafe",1,0,"moreworried",440.8
383,"A","Host community HH",46,0,0,0,"Never attended school",4,0,"assafe",1,0,"lessworried",270.22
384,"A","Host community HH",51,0,0,1,"Completed primary school",2,0,"lesssafe",0,0,"moreworried",618.73
385,"A","Host community HH",28,0,0,0,"Completed primary school",0,0,"safer",1,1,"asworried",527.01
386,"A","Internally displaced HH",50,1,0,0,"Never attended school",5,1,"safer",0,1,"lessworried",225.88
387,"A","Internally displaced HH",57,0,0,0,"Never attended school",3,0,"lesssafe",0,0,"asworried",245.94
388,"A","Internally displaced HH",30,0,0,0,"Never attended school",4,0,"assafe",0,0,"lessworried",192.39
389,"A","Internally displaced HH",30,1,0,0,"Never attended school",3,0,"assafe",1,0,"asworried",212.43
390,"A","Internally displaced HH",22,1,0,0,"Completed secondary school",1,0,"lesssafe",0,0,"moreworried",526.02
391,"A","Host community HH",41,0,0,0,"Completed secondary school",7,0,"safer",0,0,"moreworried",629.68
392,"A","Internally displaced HH",31,1,0,1,"Completed primary school",4,0,"safer",1,0,"asworried",415.67
393,"A","Internally displaced HH",43,0,0,1,"Never attended school",3,1,"lesssafe",1,1,"moreworried",275.51
394,"A","Host community HH",44,0,0,1,"Completed primary school",1,0,"assafe",0,0,"moreworried",634.62
395,"A","Host community HH",34,0,0,1,"Completed primary school",2,0,"assafe",1,1,"lessworried",607.88
396,"A","Host community HH",27,0,0,1,"Completed secondary school",0,0,"assafe",1,0,"asworried",663.59
397,"A","Host community HH",35,0,0,1,"Completed primary school",4,0,"assafe",1,0,"asworried",537.42
398,"A","Host community HH",29,1,0,1,"Completed secondary school",2,0,"safer",1,0,"moreworried",684.85
399,"A","Host community HH",18,0,0,1,"Completed primary school",5,0,"safer",1,1,"lessworried",597.92
400,"A","Internally displaced HH",43,0,0,1,"Never attended school",5,1,"safer",1,1,"lessworried",390.77
401,"A","Internally displaced HH",30,0,0,1,"Never attended school",2,1,"lesssafe",0,0,"asworried",296.35
402,"A","Internally displaced HH",46,1,0,1,"Never attended school",5,0,"safer",0,1,"lessworried",252.99
403,"A","Internally displaced HH",68,0,1,1,"Never attended school",3,1,"assafe",0,0,"moreworried",426.83
404,"A","Internally displaced HH",50,0,0,1,"Never attended school",3,0,"safer",0,0,"moreworried",372.56
405,"A","Internally displaced HH",37,0,0,1,"Never attended school",3,0,"lesssafe",0,1,"lessworried",229.72
406,"A","Internally displaced HH",38,0,0,1,"Never attended school",2,0,"safer",1,0,"moreworried",253.03
407,"A","Host community HH",36,0,0,1,"Completed secondary school",0,0,"assafe",1,0,"asworried",757.01
408,"A","Host community HH",45,1,0,1,"Completed primary school",3,0,"lesssafe",1,0,"moreworried",575.04
409,"A","Internally displaced HH",50,0,0,1,"Completed secondary school",3,0,"safer",1,0,"asworried",591.45
410,"A","Internally displaced HH",32,0,0,0,"Never attended school",3,1,"assafe",1,0,"lessworried",260.91
411,"A","Host community HH",47,0,0,1,"Completed secondary school",2,0,"lesssafe",1,1,"asworried",807.02
412,"A","Internally displaced HH",54,0,0,1,"Never attended school",5,1,"safer",1,0,"asworried",357.97
413,"A","Host community HH",29,0,0,1,"Completed primary school",2,0,"safer",1,1,"lessworried",598.51
414,"A","Internally displaced HH",27,0,0,0,"Never attended school",3,1,"safer",0,0,"lessworried",213.95
415,"A","Internally displaced HH",39,0,0,1,"Never attended school",2,0,"assafe",1,0,"moreworried",293.13
416,"A","Host community HH",20,0,0,0,"Never attended school",-1,0,"assafe",1,0,"lessworried",414.32
417,"A","Internally displaced HH",45,1,0,1,"Never attended school",4,1,"safer",1,1,"lessworried",310.34
418,"A","Host community HH",24,0,0,1,"Completed secondary school",2,0,"lesssafe",1,0,"moreworried",690.32
419,"A","Internally displaced HH",48,0,0,1,"Never attended school",5,0,"safer",1,1,"moreworried",313.27
420,"A","Internally displaced HH",50,0,0,1,"Never attended school",5,0,"safer",0,0,"asworried",276.57
421,"A","Internally displaced HH",37,0,0,1,"Never attended school",2,0,"assafe",1,0,"asworried",262.86
422,"A","Host community HH",45,1,0,1,"Completed secondary school",3,0,"safer",1,0,"asworried",703.37
423,"A","Internally displaced HH",41,0,0,1,"Never attended school",5,0,"safer",1,0,"moreworried",254.8
424,"A","Host community HH",48,0,0,1,"Completed secondary school",0,0,"safer",1,0,"asworried",802
425,"A","Host community HH",34,0,0,1,"Completed primary school",3,0,"assafe",0,0,"asworried",545.03
426,"A","Host community HH",41,0,0,1,"Never attended school",1,0,"lesssafe",0,0,"lessworried",474.94
427,"A","Internally displaced HH",43,0,0,1,"Never attended school",4,0,"safer",1,1,"asworried",345.78
428,"A","Host community HH",45,0,0,1,"Completed university or beyond",6,0,"safer",0,1,"asworried",1170.92
429,"A","Internally displaced HH",48,0,0,1,"Never attended school",4,0,"safer",0,0,"moreworried",285.69
430,"A","Host community HH",56,1,0,1,"Completed secondary school",1,0,"lesssafe",1,0,"moreworried",762.68
431,"A","Internally displaced HH",49,0,0,1,"Never attended school",3,1,"assafe",0,0,"moreworried",353.89
432,"A","Host community HH",49,0,0,1,"Completed secondary school",2,0,"assafe",1,0,"lessworried",763.1
433,"A","Host community HH",49,1,0,0,"Completed primary school",2,0,"lesssafe",0,1,"asworried",509.14
434,"A","Host community HH",60,0,0,1,"Completed primary school",-1,0,"assafe",1,0,"asworried",634.8
435,"A","Host community HH",38,1,0,0,"Never attended school",2,0,"safer",0,0,"asworried",312.2
436,"A","Host community HH",68,1,1,0,"Never attended school",3,1,"assafe",0,0,"lessworried",266.67
437,"A","Host community HH",47,1,0,0,"Never attended school",2,0,"assafe",0,0,"moreworried",356.67
438,"A","Host community HH",45,1,0,0,"Completed primary school",1,0,"safer",0,1,"moreworried",445.93
439,"A","Internally displaced HH",57,0,0,0,"Never attended school",4,1,"safer",1,1,"lessworried",263
